Lemmatized	Original
non-aids_condition	non-aids_conditions
chronic_tension_headache	chronic_tension_headaches
sectional_tension	sectional_tensions
new_medication	new_medications
fall_armyworm	fall_armyworms
reactor_meltdown	reactor_meltdowns
allergy_to_dust_mite	allergy_to_dust_mites
autism_tore_through_the_rank_of_anxious_parent	autism_tore_through_the_ranks_of_anxious_parents
pediatric_vaccine	pediatric_vaccines
weather_disaster	weather_disasters
sun_'s_harsh_ray	sun_'s_harsh_rays
contraction_of_the_smooth_muscle_tissue_in_the_vessel_wall	contraction_of_the_smooth_muscle_tissue_in_the_vessel_walls
window_update	windows_update
older_forest_habitat	older_forest_habitats
red_tree_vole	red_tree_voles
2,600_invention	2,600_inventions
socially_relevant_solution	socially_relevant_solutions
painful_lesion	painful_lesions
infectious_microbe	infectious_microbes
dramatic_improvement_in_restaurant_hygiene_—_restaurant	dramatic_improvement_in_restaurant_hygiene_—_restaurants
critical_change_in_their_regulation	critical_change_in_their_regulations
friction_between_the_surface	friction_between_the_surfaces
black_crow_produced_two_black_candlestick	black_crows_produced_two_black_candlesticks
wide_variety_of_complication	wide_variety_of_complications
increased_unit_cost	increased_unit_costs
failure_to_meet_production_target	failure_to_meet_production_targets
role-playing_game	role-playing_games
unexpected_chemistry_on_surface_of_ice_particle	unexpected_chemistry_on_surfaces_of_ice_particles
failure_to_replace_fluid_lost	failure_to_replace_fluids_lost
lower_loan_balance	lower_loan_balances
band_at_3_–_3.5_kb	bands_at_3_–_3.5_kb
co2_level_rising	co2_levels_rising
death_in_golden_retriever	death_in_golden_retrievers
constricted_artery	constricted_arteries
mutation_in_the_nf1_gene	mutations_in_the_nf1_gene
inflammatory_polyp	inflammatory_polyps
defense_cut	defense_cuts
riot_in_maharashtra	riots_in_maharashtra
spasm_in_blood_vessel	spasms_in_blood_vessels
smooth_muscle	smooth_muscles
severe_episode	severe_episodes
bad_memory	bad_memories
same_effect	same_effects
distinct_belt	distinct_belts
flow_of_two_kind_of_charged_particle	flows_of_two_kinds_of_charged_particles
plan_to_change_the_action	plan_to_change_the_actions
environmental_consequence	environmental_consequences
depilation_cream	depilation_creams
sewer_backup	sewer_backups
rare_disease	rare_diseases
wet_sock	wet_socks
unaddressed_low_quality_movement_pattern	unaddressed_low_quality_movement_patterns
higher_blood_level	higher_blood_levels
lcit_malfunction	lcit_malfunctions
dopamine_level	dopamine_levels
imbalance_in_the_way_we_hold_our_body	imbalances_in_the_way_we_hold_our_body
harmful_gas_to_enter_the_environment	harmful_gases_to_enter_the_environment
website	websites
brainwave	brainwaves
impurity_in_the_skin	impurities_in_the_skin
head_crash	head_crashes
great_interference_on_802.11_b_wireless_network	great_interference_on_802.11_b_wireless_networks
drastically_higher_energy_bill	drastically_higher_energy_bills
genetic_or_environmental_factor	genetic_or_environmental_factors
foot_sore	foot_sores
sharp_point	sharp_points
migraine_medication	migraine_medications
calorie_burned	calories_burned
u.s._air_strike	u.s._air_strikes
synchrony	synchronies
severe_spinal_injury	severe_spinal_injuries
loss_of_mental_capacity	loss_of_mental_capacities
more_calorie	more_calories
poor_adherence_to_prescribed_regimen	poor_adherence_to_prescribed_regimens
startup	startups
tic_disorder	tic_disorders
drop-down_menu	drop-down_menus
substantial_loss_in_employment	substantial_losses_in_employment
temperature_to_increase	temperatures_to_increase
own_decision	own_decisions
life_choice	life_choices
activation_of_these_cell	activation_of_these_cells
catastrophic_climate_change	catastrophic_climate_changes
change_to_ocean_current	changes_to_ocean_currents
tear_to_fall	tears_to_fall
neutralize_free_radical	neutralize_free_radicals
medical_health_problem	medical_health_problems
audit_and_legal_expense	audit_and_legal_expenses
absorption_line	absorption_lines
gas_cloud	gas_clouds
penalty_shot	penalty_shots
defective_and_dangerous_product	defective_and_dangerous_products
clogging_of_blood_in_the_leg	clogging_of_blood_in_the_legs
stalk_to_lose_their_colour	stalks_to_lose_their_colour
breakdown_of_the_wall_of_the_diverticulum	breakdown_of_the_wall_of_the_diverticula
anomalous_law_of_wave_reflection_from_a_rigid_plane_surface_in_an_inviscid_,_rotating_,_stratified_boussinesq_fluid	anomalous_laws_of_wave_reflection_from_a_rigid_plane_surface_in_an_inviscid_,_rotating_,_stratified_boussinesq_fluid
benefit_of_all_individual	benefit_of_all_individuals
infant_consuming_the_spore_of_the_botulinum_bacteria	infant_consuming_the_spores_of_the_botulinum_bacteria
leukocyte	leukocytes
cyber_event	cyber_events
dhea_supplement	dhea_supplements
problem_with_computer_registry	problems_with_computer_registry
myalgia	myalgias
user_needing_two_computer_to_cope_with_their_different_affiliation	users_needing_two_computers_to_cope_with_their_different_affiliations
weight_loss_drug	weight_loss_drugs
dangerous_propensity	dangerous_propensities
evil_consequence	evil_consequences
death_of_newborn	deaths_of_newborns
start-up_cost	start-up_costs
lost_key	lost_keys
failure_to_timely_perform_those_duty	failure_to_timely_perform_those_duties
mutation_in_particular_gene	mutations_in_particular_genes
excessive_consumption_of_calorie	excessive_consumption_of_calories
change_in_air_quality	changes_in_air_quality
material_property	material_properties
statistic	statistics
unpaid_mortgage	unpaid_mortgages
unpredictable_weather_event	unpredictable_weather_events
numerous_accident	numerous_accidents
birth_defect_in_male_fetus	birth_defects_in_male_fetuses
high_bilirubin_level	high_bilirubin_levels
gas_pedal	gas_pedals
live_bullet	live_bullets
scheduled_injury	scheduled_injuries
irritation_to_human	irritation_to_humans
balloon	balloons
endocrine_change	endocrine_changes
forklift_accident	forklift_accidents
parathyroid_gland	parathyroid_glands
long-term_or_permanent_result	long-term_or_permanent_results
loss_of_estrogen	loss_of_estrogens
reynolds_hip_problem	reynolds_hip_problems
dramatic_dissolution_of_microtubule_in_platelet	dramatic_dissolution_of_microtubules_in_platelets
silencing_of_all_mental_transformation	silencing_of_all_mental_transformations
lower_short-term_interest_rate	lower_short-term_interest_rates
eye_contact_with_particle_of_copper_metal	eye_contact_with_particles_of_copper_metal
eating_lot_of_sugary_snack	eating_lots_of_sugary_snacks
lack_of_ability_to_burn_the_consumed_calorie	lack_of_ability_to_burn_the_consumed_calories
unexpected_incident	unexpected_incidents
widespread_metastasis	widespread_metastases
corneal_complication	corneal_complications
hunger_feeling_to_vanish	hunger_feelings_to_vanish
treatment_are_dangerous	treatments_are_dangerous
table_saw	table_saws
crop_to_wither	crops_to_wither
high_unemployment_rate	high_unemployment_rates
uptake_of_anthropogenic_carbon_dioxide_by_the_ocean	uptake_of_anthropogenic_carbon_dioxide_by_the_oceans
far_more_casualty	far_more_casualties
facial_spider_vein	facial_spider_veins
underlying_molecular_mechanism	underlying_molecular_mechanisms
2009_derailment_of_19_car_of_a_canadian_national_railway_freight_train	2009_derailment_of_19_cars_of_a_canadian_national_railway_freight_train
outside_force	outside_forces
treatment_side_effect	treatment_side_effects
collapse_in_food_production	collapses_in_food_production
u_$_10/bbl_increase_in_crude_oil_price	us_$_10/bbl_increase_in_crude_oil_prices
temporary_disruption	temporary_disruptions
fluid_to_collect_in_your_lower_eyelid	fluid_to_collect_in_your_lower_eyelids
negative_net_cash_flow	negative_net_cash_flows
upfront_capital_cost	upfront_capital_costs
le_poverty	less_poverty
economic_crime	economic_crimes
potter_bar_crash	potters_bar_crash
rapid_growth_of_secondary_tumor	rapid_growth_of_secondary_tumors
abrasion_on_the_interior_surface_of_the_lung	abrasions_on_the_interior_surfaces_of_the_lungs
powerful_storm	powerful_storms
death_from_cancer	deaths_from_cancer
belief_system	belief_systems
vacuum_leak	vacuum_leaks
cutback_in_service	cutbacks_in_services
abdominal_symptom	abdominal_symptoms
serious_assault	serious_assaults
melanism_in_jaguar	melanism_in_jaguars
massive_infection	massive_infections
behavioral_difference	behavioral_differences
physiological_disorder	physiological_disorders
reduction_in_the_driver_of_conflict	reduction_in_the_drivers_of_conflict
issue_throughout_a_home	issues_throughout_a_home
asthma-like_symptom	asthma-like_symptoms
increasing_tax_rate	increasing_tax_rates
dryer_fire	dryer_fires
beam	beams
constant_war	constant_wars
attachment_to_object	attachment_to_objects
fascist	fascists
le_waste	less_waste
higher_interest_cost	higher_interest_costs
increase_in_the_number_of_cell	increase_in_the_number_of_cells
planned_production_shut-in_period	planned_production_shut-in_periods
facility_upgrade	facility_upgrades
constitutional_disorder	constitutional_disorders
fracture_of_the_skull	fractures_of_the_skull
higher_gross_margin	higher_gross_margins
development_of_two-phase_mouthwash	development_of_two-phase_mouthwashes
blurred_picture	blurred_pictures
french_door	french_doors
unhealthy_behavior	unhealthy_behaviors
abnormal_growth_of_epithelial_cell	abnormal_growth_of_epithelial_cells
aneurysm_burst_in_the_brain	aneurysm_bursts_in_the_brain
distal_pancreatectomy	distal_pancreatectomies
positive_net_flow	positive_net_flows
earache_in_child	earache_in_children
dimension	dimensions
exposure_to_high_level_of_zinc	exposure_to_high_levels_of_zinc
contraceptive_pill	contraceptive_pills
issue_in_your_house	issues_in_your_house
unexpected_energy_source	unexpected_energy_sources
invisible_character	invisible_characters
elevation_in_total	elevations_in_total
poorly_designed_child_'s_toy	poorly_designed_children_'s_toy
increased_blood_flow_to_the_vaginal_tissue	increased_blood_flow_to_the_vaginal_tissues
sexualization_of_girl	sexualization_of_girls
emotional_or_physical_problem	emotional_or_physical_problems
two_hand_injury	two_hand_injuries
mass_suicide	mass_suicides
concurrency_issue	concurrency_issues
critical_shortage_of_personal_assistant_and_community_care_worker	critical_shortage_of_personal_assistants_and_community_care_workers
lack_of_benefit	lack_of_benefits
longer_downtime	longer_downtimes
higher_spare_part_cost	higher_spare_parts_cost
increase_in_comparable_sale	increase_in_comparable_sales
restriction_in_fascia	restrictions_in_fascia
fatal_event	fatal_events
imbalance_in_brain_chemical	imbalance_in_brain_chemicals
covenant	covenants
severely_reduced_amplification_in_stage-13_egg_chamber	severely_reduced_amplification_in_stage-13_egg_chambers
reduced_level_of_amplification	reduced_levels_of_amplification
deletion_of_the_other_two_p120_binding_site	deletion_of_the_other_two_p120_binding_sites
flavoring	flavorings
sinful_activity	sinful_activities
minor_surgical_procedure	minor_surgical_procedures
higher_drug_price	higher_drug_prices
long-term_health_commitment	long-term_health_commitments
shrinking_congregation	shrinking_congregations
sequence_of_pass	sequence_of_passes
watershed	watersheds
fault_in_gene	faults_in_genes
removal_of_ovary	removal_of_ovaries
nerve_cell_in_the_brain_to_misfire	nerve_cells_in_the_brain_to_misfire
low_amount_of_magnesium	low_amounts_of_magnesium
sharp_debate	sharp_debates
wide_range_of_hazard_within_your_home	wide_range_of_hazards_within_your_home
aberrant_nuclear_division	aberrant_nuclear_divisions
inappropriate_microtubule_interaction	inappropriate_microtubule_interactions
rapid_temperature_decline	rapid_temperature_declines
imbalance_in_neurotransmitter	imbalance_in_neurotransmitters
harsh_element	harsh_elements
600,000_death	600,000_deaths
nonmedical_use_of_pharmaceutical	nonmedical_use_of_pharmaceuticals
wide_range_of_problem_in_your_house	wide_range_of_problems_in_your_house
hair_styling_process	hair_styling_processes
decrease_in_guest_traffic_to_arby_’_s_restaurant	decrease_in_guest_traffic_to_arby_’_s_restaurants
apology	apologies
pleasurable_effect	pleasurable_effects
criminal_behavior	criminal_behaviors
last_minute_cancellation	last_minute_cancellations
increase_in_income_from_operation	increase_in_income_from_operations
couple_mishap	couple_mishaps
wholesale_banking_activity	wholesale_banking_activities
destruction_of_historic_building	destruction_of_historic_buildings
american_job_creation_act_of_2004	american_jobs_creation_act_of_2004
stronger_relationship	stronger_relationships
mutation_of_the_cftr_gene	mutations_of_the_cftr_gene
assassination_of_several_politician	assassinations_of_several_politicians
carbon_nanotube	carbon_nanotubes
wide_range_of_issue_in_a_house	wide_range_of_issues_in_a_house
hazard_throughout_your_home	hazards_throughout_your_home
increased_net_sale	increased_net_sales
campylobacter_pylorus	campylobacter_pylori
overexpression_of_gene	overexpression_of_genes
cns_side_effect	cns_side_effects
corticosteroid_injection	corticosteroid_injections
spiritual_initiation	spiritual_initiations
physical_error	physical_errors
mental_error	mental_errors
more_open_dialogue_between_ukraine_and_the_united_state	more_open_dialogue_between_ukraine_and_the_united_states
issue_throughout_a_house	issues_throughout_a_house
liquidation_of_lifo_inventory_quantity	liquidation_of_lifo_inventory_quantities
removal_of_all_the_putative_sh3_binding_domain_in_the_third_intracellular_loop_of_the_dopamine_d4_receptor	removal_of_all_the_putative_sh3_binding_domains_in_the_third_intracellular_loop_of_the_dopamine_d4_receptor
adversarial_relationship_between_subcontractor	adversarial_relationships_between_subcontractors
differing_objective	differing_objectives
incredible_loss	incredible_losses
institutional_weakness	institutional_weaknesses
chrysotile_fiber	chrysotile_fibers
boat_wake	boat_wakes
fraudulent_or_dishonest_act	fraudulent_or_dishonest_acts
anti-inflammatory	anti-inflammatories
higher_maintenance_cost	higher_maintenance_costs
plant_community_change	plant_community_changes
problem_in_breathing	problems_in_breathing
passage_of_strict_law	passage_of_strict_laws
zero_tolerance_”_climate_of_the_reagan_and_bush_administration	zero_tolerance_”_climate_of_the_reagan_and_bush_administrations
and/or_their_protective_covering	and/or_their_protective_coverings
despression_led_delegate_to_oregon_’_s_constitution	despression_led_delegates_to_oregon_’_s_constitution
buildup_of_cholesterol_in_the_artery	buildup_of_cholesterol_in_the_arteries
destructive_physical_and_chemical_effect	destructive_physical_and_chemical_effects
metabolic_factor	metabolic_factors
outstanding_performance	outstanding_performances
vibrational_characteristic	vibrational_characteristics
reduced_health_care_cost	reduced_health_care_costs
low_sodium_level	low_sodium_levels
corporate_action	corporate_actions
influx_of_more_faculty_family	influx_of_more_faculty_families
cell_damaging_free_radical	cell_damaging_free_radicals
physical_issue	physical_issues
general_and_administrative_cost	general_and_administrative_costs
chromosomal_aberration	chromosomal_aberrations
elevated_level_of_ldl	elevated_levels_of_ldl
inhaler	inhalers
pain_and_other_symptom	pain_and_other_symptoms
lower_provision_for_loan_loss	lower_provision_for_loan_losses
altered_flow	altered_flows
major_revision	major_revisions
heavy_rain_storm	heavy_rain_storms
positive_psychological_outcome	positive_psychological_outcomes
emotional_experience	emotional_experiences
intravitreal_administration_of_aav_vector	intravitreal_administration_of_aav_vectors
patient_participation_in_treatment_decision	patient_participation_in_treatment_decisions
gastric_problem	gastric_problems
high_ggt_level	high_ggt_levels
drop-side_crib	drop-side_cribs
gallbladder_stone	gallbladder_stones
direct_property_loss	direct_property_losses
explosion_in_cement_plant	explosions_in_cement_plants
slew_of_layoff	slew_of_layoffs
oxygen_decline	oxygen_declines
bacteria_or_germ	bacteria_or_germs
altered_measure_of_immune_function	altered_measures_of_immune_function
temporary_relief_from_cough	temporary_relief_from_coughs
long_working_hour	long_working_hours
retinal_dystrophy	retinal_dystrophies
kava_product	kava_products
departure_from_the_essential_requirement_of_law	departure_from_the_essential_requirements_of_law
production_of_chemical	production_of_chemicals
run_on_bank	runs_on_banks
state_right	states_rights
development_of_innovative_solution	development_of_innovative_solutions
producer_price_to_continue_trending_upward	producer_prices_to_continue_trending_upward
higher_raw_material_price	higher_raw_materials_prices
weak_force	weak_forces
neutrino	neutrinos
food_price_to_spike	food_prices_to_spike
molecular_and_environmental_feature	molecular_and_environmental_features
substantial_saving_to_the_navy	substantial_savings_to_the_navy
ship_board_system	ship_board_systems
deficiency_of_the_naturally_occurring_lining_chemical_of_the_lung	deficiency_of_the_naturally_occurring_lining_chemicals_of_the_lung
animal_food	animal_foods
serious_ocular_complication	serious_ocular_complications
funnel_cloud	funnel_clouds
behavior_pattern	behavior_patterns
volatile_chemical	volatile_chemicals
positive_camper_knowledge_gain	positive_camper_knowledge_gains
small_class_and_engaged_instructor	small_classes_and_engaged_instructors
bath	baths
cancer_of_the_penis	cancers_of_the_penis
insulin_resistance_in_rodent	insulin_resistance_in_rodents
mutation_in_the_iscu_gene	mutations_in_the_iscu_gene
drunk_driving_arrest	drunk_driving_arrests
signal_loss	signal_losses
pediatric_death	pediatric_deaths
hpai_strain	hpai_strains
poor_credit_score	poor_credit_scores
market_of_imperfect_substitute	market_of_imperfect_substitutes
ringworm_in_cat	ringworm_in_cats
peace_agreement	peace_agreements
imbalance_between_oxidant	imbalance_between_oxidants
leg_problem	leg_problems
current_transformer_delivery_delay	current_transformer_delivery_delays
problem_in_the_manufacturing_process	problems_in_the_manufacturing_process
hydroelectric_development	hydroelectric_developments
nucleic_acid	nucleic_acids
breakdown_of_traditional_gender_role	breakdown_of_traditional_gender_roles
amputation_of_one_of_his_leg	amputation_of_one_of_his_legs
higher_people-related_expense	higher_people-related_expenses
clerical_error	clerical_errors
loss_of_oligodendrocyte	loss_of_oligodendrocytes
crisis_situation	crisis_situations
birth_of_movie_magazine	birth_of_movie_magazines
vibration_of_respiratory_structure	vibration_of_respiratory_structures
keratin_mutation	keratin_mutations
27_injury_on_okinawa	27_injuries_on_okinawa
top_ten_hit	top_ten_hits
increase_in_rate	increases_in_rates
mutant_transcript	mutant_transcripts
3,200_death	3,200_deaths
cramped_muscle	cramped_muscles
fiber_supplement	fiber_supplements
enormous_increase_in_contract	enormous_increases_in_contract
agricultural_chemical	agricultural_chemicals
reduced_level_of_c1_inhibitor_in_the_blood	reduced_levels_of_c1_inhibitor_in_the_blood
contamination_of_soil	contamination_of_soils
engineering_work	engineering_works
environmental_and_economic_damage	environmental_and_economic_damages
temporary_closure	temporary_closures
compound_in_the_colon	compounds_in_the_colon
break_in_bruch_'s_membrane	breaks_in_bruch_'s_membrane
disturbance_of_approximately_515_square_foot_of_forested_wetland	disturbance_of_approximately_515_square_feet_of_forested_wetland
color_change_in_meat	color_changes_in_meat
reduction_in_spray_applied_to_control_these_pest	reduction_in_sprays_applied_to_control_these_pests
market_share_gain	market_share_gains
heavy_court_backlog	heavy_court_backlogs
formation_of_the_tejano_democrat	formation_of_the_tejano_democrats
creative_talent	creative_talents
higher_performance_light-weight_material	higher_performance_light-weight_materials
manufacturing_process	manufacturing_processes
chemical_insult	chemical_insults
large_epidemic_in_city_throughout_latin_america	large_epidemics_in_cities_throughout_latin_america
king_and_sander_to_repudiate_american_border_patrol_without_hesitation	king_and_sanders_to_repudiate_american_border_patrol_without_hesitation
making_change	making_changes
broken_wrist	broken_wrists
muscle_of_the_uterus	muscles_of_the_uterus
environmental_benefit	environmental_benefits
rapidly_falling_water_level	rapidly_falling_water_levels
higher_tip	higher_tips
skeletal_note	skeletal_notes
optic_nerve	optic_nerves
low-risk_strain	low-risk_strains
change_in_the_dependent_variable	changes_in_the_dependent_variable
change_in_the_independent_variable	changes_in_the_independent_variable
exercise-induced_fatigue_in_mouse_model	exercise-induced_fatigue_in_mouse_models
deeper_peel	deeper_peels
mutation_in_alpha-synuclein	mutations_in_alpha-synuclein
mandatory_economic_sanction	mandatory_economic_sanctions
complete_cessation_of_travel_service	complete_cessation_of_travel_services
front_shock_tower_to_spread	front_shock_towers_to_spread
decrease_in_testosterone_level	decrease_in_testosterone_levels
toxic_effect_on_the_germ_cell	toxic_effect_on_the_germ_cells
disturbance_in_muscular_control	disturbances_in_muscular_control
negative_ion	negative_ions
national_event	national_events
fm_station	fm_stations
obesity_in_chicken	obesity_in_chickens
painful_leg	painful_legs
nbic_health_product	nbic_health_products
breakdown_of_community-based_resource_management_system	breakdown_of_community-based_resource_management_systems
breast_tumor	breast_tumors
attitude_and_practice	attitudes_and_practices
life_threatening_complication	life_threatening_complications
higher_level_of_co	higher_levels_of_co
free_fatty_acid	free_fatty_acids
human_greenhouse_emission	human_greenhouse_emissions
significant_reduction_in_fee	significant_reduction_in_fees
mutation_in_the_slc7a7_gene	mutations_in_the_slc7a7_gene
glutamate_receptor	glutamate_receptors
evil_demon	evil_demons
increased_provision	increased_provisions
craniocervical_syndrome	craniocervical_syndromes
individual_choice	individual_choices
special_character	special_characters
hunting_instinct	hunting_instincts
lower_gross_margin	lower_gross_margins
enhanced_beta_activity_in_beer	enhanced_beta_activity_in_beers
tragedy_of_the_common	tragedy_of_the_commons
health_and_environmental_hazard	health_and_environmental_hazards
low_melatonin_level	low_melatonin_levels
increase_in_mortgage_rate	increase_in_mortgage_rates
man_'s_burning_of_fossil_fuel	man_'s_burning_of_fossil_fuels
premature_termination_4_codon_downstream	premature_termination_4_codons_downstream
sedentary_job	sedentary_jobs
erectile_tissue_to_expand	erectile_tissues_to_expand
fatigue_crack	fatigue_cracks
formation_of_sparingly_soluble_ca-p_compound	formation_of_sparingly_soluble_ca-p_compounds
large_amount_of_negative_result	large_amount_of_negative_results
mutation_of_tau	mutations_of_tau
irreversible_change	irreversible_changes
alteration_of_the_immune_system	alterations_of_the_immune_system
problem_in_a_nursing_infant	problems_in_a_nursing_infant
loss_from_the_golf_ball-sized_hail	losses_from_the_golf_ball-sized_hail
contact_process	contact_processes
broad_sweeping_,_statement_a_“_today_’_s_financial_world	broad_sweeping_,_statements_as_“_today_’_s_financial_world
millennium_of_economic_evolution	millennia_of_economic_evolution
hormonal_influence	hormonal_influences
oral_antibiotic	oral_antibiotics
chemo_drug	chemo_drugs
progressive_loss_of_retinal_ganglion_cell	progressive_loss_of_retinal_ganglion_cells
costly_disease	costly_diseases
scare_tactic	scare_tactics
faster_improvement_in_real-world_fuel_consumption	faster_improvements_in_real-world_fuel_consumption
capability_to_sort_technology_rapidly_in_a_virtual_design_environment	capability_to_sort_technologies_rapidly_in_a_virtual_design_environment
racial_stereotype	racial_stereotypes
high_androgen	high_androgens
spider	spiders
thatch_layer	thatch_layers
smoking-attributable_death	smoking-attributable_deaths
esophageal_ulcer	esophageal_ulcers
high_risk_behavior	high_risk_behaviors
crop_disease	crop_diseases
vocal_cord_disorder	vocal_cord_disorders
lower_response_rate	lower_response_rates
blank_form	blank_forms
destruction_of_productive_force	destruction_of_productive_forces
gm_to_slash_it_employment_and_production	gm_to_slash_its_employment_and_production
own_failing	own_failings
feral_ungulate	feral_ungulates
exact_symptom	exact_symptoms
medium_exposure	media_exposure
immigrant_to_remain_in_abusive_relationship	immigrants_to_remain_in_abusive_relationships
highly_rhythmical_composition	highly_rhythmical_compositions
illness_in_our_body	illness_in_our_bodies
multiple_disability	multiple_disabilities
insurance_company	insurance_companies
degeneration_of_nerve_cell_in_the_part_of_the_brain	degeneration_of_nerve_cells_in_the_part_of_the_brain
power_irregularity	power_irregularities
increased_cost_of_product	increased_cost_of_products
social_and_environmental_impact	social_and_environmental_impacts
melting_of_the_glacier	melting_of_the_glaciers
indefinite_postponement_of_all_launch	indefinite_postponement_of_all_launches
rocket_mishap	rocket_mishaps
allergy_in_child	allergies_in_children
swelling_of_the_airway	swelling_of_the_airways
diabetes_drug	diabetes_drugs
special_problem	special_problems
allocation_of_resource_towards_a_reserve_for_extraordinary_tax_return	allocation_of_resources_towards_a_reserve_for_extraordinary_tax_returns
increase_in_the_subsidy_to_electricity_rate	increase_in_the_subsidy_to_electricity_rates
hereditary_disorder	hereditary_disorders
tenderness_of_the_gum	tenderness_of_the_gums
increase_in_triglyceride_level	increase_in_triglyceride_levels
shape	shapes
increased_chance	increased_chances
high_concentration_of_formaldehyde	high_concentrations_of_formaldehyde
methamphetamine	methamphetamines
enteric_virus	enteric_viruses
toxic_element	toxic_elements
negative_income	negative_incomes
business_loss	business_losses
structural_force	structural_forces
fibromyalgia_symptom	fibromyalgia_symptoms
bug_bite	bug_bites
heavy_synthesizer_groove	heavy_synthesizer_grooves
osteonecrosis_of_the_jaw	osteonecrosis_of_the_jaws
citizen_be_scrutinized	citizens_be_scrutinized
animal_virus	animal_viruses
core_fear	core_fears
health_fear	health_fears
ozone_concentration	ozone_concentrations
urban_plume	urban_plumes
structural_flaw_inside_the_actual_pore	structural_flaws_inside_the_actual_pore
production_of_growth_factor	production_of_growth_factors
statewide_system_advocacy_agenda	statewide_systems_advocacy_agendas
low_ambient_temperature	low_ambient_temperatures
single_gene_defect	single_gene_defects
changing_precipitation_pattern	changing_precipitation_patterns
adult_cancer	adult_cancers
extractive_industry	extractive_industries
protein_aggregate	protein_aggregates
bad_deed	bad_deeds
naga	nagas
intractable_disease	intractable_diseases
rickettsial_organism	rickettsial_organisms
same_condition	same_conditions
tight_labor_market	tight_labor_markets
serious_charge	serious_charges
molecular_lesion	molecular_lesions
intranasal_complication	intranasal_complications
disruption_in_patient_care	disruptions_in_patient_care
subsidized_import	subsidized_imports
mcg	mcgs
acute_asthma_attack	acute_asthma_attacks
action_of_other_road_user	actions_of_other_road_users
big_effect	big_effects
attribution_gap	attribution_gaps
existence_of_too_many_other_significant_factor	existence_of_too_many_other_significant_factors
ice_buildup_on_power_line	ice_buildup_on_power_lines
indirect_environmental_impact	indirect_environmental_impacts
compacted_soil	compacted_soils
exploding_shell	exploding_shells
surface_temperature	surface_temperatures
habitat_pressure	habitat_pressures
gulf_war_illness	gulf_war_illnesses
immediate_recognition_of_outline_of_chord	immediate_recognition_of_outlines_of_chords
object_to_fall_to_the_ground	objects_to_fall_to_the_ground
patchwork_of_regulation	patchwork_of_regulations
genetic_experiment	genetic_experiments
inhalation_of_some_kind_of_asbestos_fiber	inhalation_of_some_kinds_of_asbestos_fibers
defective_plan	defective_plans
abnormal_murmur	abnormal_murmurs
use_of_certain_medication	use_of_certain_medications
financial_institution	financial_institutions
thermal_bridge	thermal_bridges
initial_teething_problem	initial_teething_problems
inflammatory_change	inflammatory_changes
fetal_neural_tube_defect	fetal_neural_tube_defects
huge_loss_of_ticket_sale	huge_losses_of_ticket_sales
widespread_medium_attention	widespread_media_attention
reduction_in_finished_good_inventory	reductions_in_finished_goods_inventory
short_lead_time	short_lead_times
mechanical_change_in_the_lung	mechanical_changes_in_the_lungs
diving_accident	diving_accidents
slower_reaction_time	slower_reaction_times
flowerhorn_cichlid	flowerhorn_cichlids
remedy_situation	remedy_situations
weakness_in_the_colon_wall	weaknesses_in_the_colon_walls
mechanic	mechanics
road-traffic_accident	road-traffic_accidents
borrelia_specie	borrelia_species
significant_price_increase	significant_price_increases
inflammation_of_the_salivary_gland	inflammation_of_the_salivary_glands
local_minimum	local_minima
greater_chance_for_success	greater_chances_for_success
transgression	transgressions
unalterable_factor	unalterable_factors
space_leak	space_leaks
bacterial_agent	bacterial_agents
undesired_behavior	undesired_behaviors
combination_of_spatial_model	combination_of_spatial_models
oral_nsaid	oral_nsaids
claimant_'s_symptom	claimant_'s_symptoms
bulk_reo_package	bulk_reo_packages
foreclosure_process	foreclosure_processes
pronounced_thermal_spike_in_sumner_creek	pronounced_thermal_spikes_in_sumner_creek
warm_storm_water_discharge	warm_storm_water_discharges
wider_and_more_polarized_debate_about_the_position_of_the_more_than_one_million_muslim_in_the_netherlands	wider_and_more_polarized_debate_about_the_position_of_the_more_than_one_million_muslims_in_the_netherlands
camera_hi_def_shoot	camera_hi_def_shoots
redemption	redemptions
development_of_travel-time_chart	development_of_travel-time_charts
social_security_number	social_security_numbers
lsc_funding_cut	lsc_funding_cuts
light_to_go_on	lights_to_go_on
european_jew	european_jews
range_of_health_risk	range_of_health_risks
stagnant_pool	stagnant_pools
informal_practice	informal_practices
heavy_workload	heavy_workloads
outlier	outliers
origination_of_a_small_number_of_application	origination_of_a_small_number_of_applications
throat_problem	throat_problems
foolish_discussion	foolish_discussions
bad_cause	bad_causes
school_district_revenue_cap	school_district_revenue_caps
fishing_net	fishing_nets
elevator	elevators
human-produced_trace_gas	human-produced_trace_gases
opiate_replacement_drug	opiate_replacement_drugs
suv_rollover	suv_rollovers
low_body_temperature_pattern	low_body_temperature_patterns
excess_of_calorie	excess_of_calories
vapor_to_expand	vapors_to_expand
corporate_scandal	corporate_scandals
actual_harm_to_resident	actual_harm_to_residents
back-to-back_rain_event	back-to-back_rain_events
disability_in_young_adult	disability_in_young_adults
high_blood_tcdd_level	high_blood_tcdd_levels
picnic	picnics
histone	histones
current_drug_law	current_drug_laws
dispensing_error	dispensing_errors
illegible_prescription	illegible_prescriptions
disease_in_chimp	disease_in_chimps
coral_disease	coral_diseases
serious_engine_damage	serious_engine_damages
phenomenal_event	phenomenal_events
ground_displacement	ground_displacements
