Source	Target	Comment
blood_infection	meningitis	removed by SMT
pesticide	infection	removed by SMT
pesticide	mortality	removed by SMT
pesticide	toxicity	removed by SMT
pesticide	allergy	removed by SMT
pesticide	free_radical	removed by SMT
pesticide	neurological_problem	removed by SMT
pesticide	brain_damage	removed by SMT
pesticide	odor	removed by SMT
pesticide	poisoning	removed by SMT
pesticide	water	removed by SMT
pesticide	miscarriage	removed by SMT
pesticide	seizure	removed by SMT
pesticide	low_birth_weight	removed by SMT
brain_tumor	hallucination	removed by SMT
brain_tumor	edema	removed by SMT
brain_tumor	weakness	removed by SMT
brain_tumor	hydrocephalus	removed by SMT
brain_tumor	neurological_problem	removed by SMT
enlarged_heart	heart_attack	removed by SMT
enlarged_heart	congestive_heart_failure	removed by SMT
downturn	layoff	removed by SMT
downturn	recovery	removed by SMT
gallstone	death	removed by SMT
gallstone	blockage	removed by SMT
depletion	heart_failure	removed by SMT
depletion	symptom	removed by SMT
depletion	death	removed by SMT
depletion	illness	removed by SMT
genetic_change	malignancy	removed by SMT
aging_process	skin	removed by SMT
aging_process	complication	removed by SMT
aging_process	death	removed by SMT
aging_process	sensorineural_hearing_loss	removed by SMT
aging_process	cellular_damage	removed by SMT
aging_process	tinnitus	removed by SMT
aging_process	menopause	removed by SMT
aging_process	ache	removed by SMT
energy_blockage	illness	removed by SMT
excessive_drinking	liver_failure	removed by SMT
excessive_drinking	health_risk	removed by SMT
excessive_drinking	alcoholism	removed by SMT
excessive_drinking	cirrhosis_of_the_liver	removed by SMT
excessive_drinking	violence	removed by SMT
excessive_drinking	hyponatremia	removed by SMT
incarceration	harm	removed by SMT
catastrophic_failure	death	removed by SMT
acute_sinusitis	headache	removed by SMT
acute_sinusitis	pain	removed by SMT
unhealthy_habit	obesity	removed by SMT
unhealthy_habit	weight_gain	removed by SMT
frequency	problem	removed by SMT
frequency	cancer	removed by SMT
severe_form	complication	removed by SMT
muscle_atrophy	problem	removed by SMT
human_papillomavirus	tumor	removed by SMT
human_papillomavirus	std	removed by SMT
heating	adverse_effect	removed by SMT
heating	explosion	removed by SMT
material	harm	removed by SMT
material	health_problem	removed by SMT
material	loss	removed by SMT
smell	strike	removed by SMT
learning	success	removed by SMT
learning	problem	removed by SMT
learning	memory	removed by SMT
adrenal_fatigue	fatigue	removed by SMT
adrenal_fatigue	insomnia	removed by SMT
excess_skin	infection	removed by SMT
gastrointestinal_infection	reactive_arthritis	removed by SMT
gastrointestinal_infection	death	removed by SMT
upper_respiratory_infection	otitis_medium	removed by SMT
gum_infection	pain	removed by SMT
odour	problem	removed by SMT
bv	bacteria	removed by SMT
bv	premature_birth	removed by SMT
bv	preterm_delivery	removed by SMT
bv	pid	removed by SMT
fungus	hallucination	removed by SMT
fungus	ailment	removed by SMT
fungus	rust	removed by SMT
fungus	joint_infection	removed by SMT
fungus	vaginal_infection	removed by SMT
fungus	diarrhea	removed by SMT
fungus	skin_problem	removed by SMT
fungus	urinary_tract_infection	removed by SMT
fungus	serious_disease	removed by SMT
fungus	disorder	removed by SMT
fungus	bone_infection	removed by SMT
fungus	food_poisoning	removed by SMT
fungus	serious_damage	removed by SMT
fungus	esophagitis	removed by SMT
fungus	dry_skin	removed by SMT
fungus	bronchitis	removed by SMT
dental_plaque	periodontal_disease	removed by SMT
dental_plaque	bad_breath	removed by SMT
dental_plaque	gingivitis	removed by SMT
dog	harm	removed by SMT
dog	bodily_injury	removed by SMT
dog	serious_bodily_injury	removed by SMT
listeria	diarrhea	removed by SMT
listeria	problem	removed by SMT
listeria	food_poisoning	removed by SMT
microorganism	allergy	removed by SMT
microorganism	inflammation	removed by SMT
microorganism	deterioration	removed by SMT
microorganism	contamination	removed by SMT
microorganism	death	removed by SMT
microorganism	serious_health_problem	removed by SMT
microorganism	tetanus	removed by SMT
placebo_effect	change	removed by SMT
psychological_factor	dyspareunia	removed by SMT
psychological_factor	fatigue	removed by SMT
psychological_factor	condition	removed by SMT
psychological_factor	depression	removed by SMT
debilitating_disease	suffering	removed by SMT
debilitating_disease	discomfort	removed by SMT
debilitating_disease	memory_loss	removed by SMT
debilitating_disease	seizure	removed by SMT
misbehavior	disease	removed by SMT
conduct	termination	removed by SMT
conduct	imprisonment	removed by SMT
conduct	problem	removed by SMT
conduct	trouble	removed by SMT
conduct	prejudice	removed by SMT
conduct	arrest	removed by SMT
conduct	loss_of_life	removed by SMT
down_syndrome	physical_problem	removed by SMT
down_syndrome	health_problem	removed by SMT
down_syndrome	medical_complication	removed by SMT
incapacitation	accident	removed by SMT
sars	disruption	removed by SMT
sars	trouble	removed by SMT
measles	illness	removed by SMT
measles	symptom	removed by SMT
measles	miscarriage	removed by SMT
measles	hearing_loss	removed by SMT
chickenpox	scar	removed by SMT
chickenpox	hospitalization	removed by SMT
rubella	hearing_loss	removed by SMT
rubella	infection	removed by SMT
poliomyelitis	death	removed by SMT
smallpox	epidemic	removed by SMT
identity_theft	serious_damage	removed by SMT
mutation_in_gene	genetic_disorder	removed by SMT
arrival	confusion	removed by SMT
arrival	shock	removed by SMT
blood_sugar_level	diabetes	removed by SMT
blood_sugar_level	serious_complication	removed by SMT
high_insulin_level	health_problem	removed by SMT
high_insulin_level	condition	removed by SMT
high_insulin_level	high_blood_pressure	removed by SMT
high_insulin_level	weight_gain	removed by SMT
high_level_of_insulin	hair_loss	removed by SMT
high_blood_glucose_level	serious_complication	removed by SMT
metabolic_problem	obesity	removed by SMT
disconnection	unhappiness	removed by SMT
black_hole	problem	removed by SMT
substance	heart_disease	removed by SMT
substance	stroke	removed by SMT
substance	serious_problem	removed by SMT
substance	impairment	removed by SMT
menstrual_cramp	inflammation	removed by SMT
menstrual_cramp	nausea	removed by SMT
global_financial_crisis	difficulty	removed by SMT
global_financial_crisis	challenge	removed by SMT
bone_marrow_failure	mortality	removed by SMT
autoimmune_disorder	hair_loss	removed by SMT
autoimmune_disorder	symptom	removed by SMT
autoimmune_disorder	premature_menopause	removed by SMT
autoimmune_disorder	disease	removed by SMT
autoimmune_disorder	hearing_loss	removed by SMT
autoimmune_disorder	chronic_inflammation	removed by SMT
autoimmune_disorder	neuropathy	removed by SMT
autoimmune_disorder	gastritis	removed by SMT
autoimmune_disorder	pericarditis	removed by SMT
leukopenia	death	removed by SMT
allele	disease	removed by SMT
enlargement_of_the_liver	death	removed by SMT
abnormal_heart_rhythm	palpitation	removed by SMT
abnormal_heart_rhythm	dizziness	removed by SMT
genetic_factor	adhd	removed by SMT
genetic_factor	alcoholism	removed by SMT
genetic_factor	condition	removed by SMT
genetic_factor	hearing_loss	removed by SMT
genetic_factor	hypertension	removed by SMT
genetic_factor	emphysema	removed by SMT
decreased_blood_flow	dizziness	removed by SMT
decreased_blood_flow	pain	removed by SMT
genetic_abnormality	mental_retardation	removed by SMT
cat	allergy	removed by SMT
cat	death	removed by SMT
cat	decline	removed by SMT
cat	mortality	removed by SMT
scarring_of_the_lung	shortness_of_breath	removed by SMT
personality	cancer	removed by SMT
skin_inflammation	acne	removed by SMT
tissue_loss	scar	removed by SMT
myth	confusion	removed by SMT
myth	harm	removed by SMT
myth	fear	removed by SMT
myth	misunderstanding	removed by SMT
loss_of_balance	symptom	removed by SMT
heredity	depression	removed by SMT
heredity	cancer	removed by SMT
heredity	oily_skin	removed by SMT
spinal_problem	back_pain	removed by SMT
spinal_problem	health_problem	removed by SMT
lifestyle_choice	insomnia	removed by SMT
lifestyle_choice	hypertension	removed by SMT
pancreatic_insufficiency	malabsorption	removed by SMT
flight	delay	removed by SMT
trigger	depression	removed by SMT
environment	health_problem	removed by SMT
environment	dry_skin	removed by SMT
environment	solution	removed by SMT
environment	obesity	removed by SMT
clotting	death	removed by SMT
acidity	pain	removed by SMT
acidity	heartburn	removed by SMT
acidity	symptom	removed by SMT
acidity	inflammation	removed by SMT
extreme_anxiety	panic_attack	removed by SMT
driver_error	injury	removed by SMT
driver_error	truck_accident	removed by SMT
dissociation	problem	removed by SMT
dissociation	symptom	removed by SMT
massive_blood_loss	paralysis	removed by SMT
molecule	cancer	removed by SMT
molecule	premature_aging	removed by SMT
cheating	pain	removed by SMT
cheating	consequence	removed by SMT
increased_pressure	symptom	removed by SMT
pm	physical_symptom	removed by SMT
bph	pain	removed by SMT
bph	sexual_dysfunction	removed by SMT
bph	incontinence	removed by SMT
bph	impotence	removed by SMT
bph	cancer	removed by SMT
bph	complication	removed by SMT
bph	frequent_urination	removed by SMT
coccidiosis	problem	removed by SMT
contact_allergy	dermatitis	removed by SMT
hormone_level	lump	removed by SMT
retinopathy	vision_loss	removed by SMT
miscommunication	frustration	removed by SMT
miscommunication	lost_productivity	removed by SMT
flare	fire	removed by SMT
vertebral_compression_fracture	disability	removed by SMT
social_anxiety	physical_symptom	removed by SMT
pcbs	breast_cancer	removed by SMT
pcbs	negative_effect	removed by SMT
pcbs	birth_defect	removed by SMT
pcbs	health_problem	removed by SMT
chemotherapy	severe_side_effect	removed by SMT
chemotherapy	heart_damage	removed by SMT
chemotherapy	effect	removed by SMT
chemotherapy	xerostomia	removed by SMT
chemotherapy	suffering	removed by SMT
chemotherapy	tissue_damage	removed by SMT
chemotherapy	hot_flash	removed by SMT
chemotherapy	birth_defect	removed by SMT
chemotherapy	injury	removed by SMT
chemotherapy	bone_loss	removed by SMT
chemotherapy	toxin	removed by SMT
chemotherapy	cure	removed by SMT
chemotherapy	weight_gain	removed by SMT
chemotherapy	exhaustion	removed by SMT
chemotherapy	permanent_damage	removed by SMT
pollutant	allergic_reaction	removed by SMT
pollutant	condition	removed by SMT
pollutant	harm	removed by SMT
pollutant	illness	removed by SMT
pollutant	health_concern	removed by SMT
cerebral_ischemia	necrosis	removed by SMT
cerebral_ischemia	damage	removed by SMT
diabetic_nephropathy	kidney_disease	removed by SMT
diabetic_nephropathy	mortality	removed by SMT
intense_anxiety	panic_attack	removed by SMT
cortisol_level	high_blood_pressure	removed by SMT
fat	problem	removed by SMT
physical_disorder	symptom	removed by SMT
abdominal_fat	heart_disease	removed by SMT
abdominal_fat	high_blood_sugar	removed by SMT
reckless_driving	crash	removed by SMT
reckless_driving	car_accident	removed by SMT
impatience	problem	removed by SMT
impatience	accident	removed by SMT
impatience	failure	removed by SMT
impatience	irritability	removed by SMT
high_cortisol_level	obesity	removed by SMT
heart_rate	death	removed by SMT
heart_rate	myocardial_infarction	removed by SMT
crohn_'_s_disease	abdominal_pain	removed by SMT
wasting_syndrome	weakness	removed by SMT
bloat	problem	removed by SMT
metabolic_abnormality	type_2_diabetes	removed by SMT
metabolic_abnormality	cardiovascular_disease	removed by SMT
diabetic_retinopathy	vision_impairment	removed by SMT
diabetic_retinopathy	low_vision	removed by SMT
retinal_disorder	blindness	removed by SMT
agent	irritation	removed by SMT
agent	restlessness	removed by SMT
agent	agitation	removed by SMT
agent	death	removed by SMT
agent	damage	removed by SMT
agent	side_effect	removed by SMT
heavy_metal	pollution	removed by SMT
heavy_metal	free_radical_damage	removed by SMT
heavy_metal	oxidative_stress	removed by SMT
heavy_metal	allergy	removed by SMT
heavy_metal	disorder	removed by SMT
pressure_on_the_nerve	symptom	removed by SMT
wide_range_of_condition	symptom	removed by SMT
wide_range_of_condition	pain	removed by SMT
cellular_aging	disease	removed by SMT
maltreatment	illness	removed by SMT
maltreatment	stress	removed by SMT
fog	incident	removed by SMT
astigmatism	headache	removed by SMT
astigmatism	vision_problem	removed by SMT
gi_bleeding	death	removed by SMT
slip_and_fall	death	removed by SMT
pad	sore	removed by SMT
pad	heart_attack	removed by SMT
customer_complaint	change	removed by SMT
nerve_disorder	numbness	removed by SMT
ir	psoriasis	removed by SMT
insurance	problem	removed by SMT
chemical_change	depression	removed by SMT
addiction	trauma	removed by SMT
addiction	disease	removed by SMT
addiction	violence	removed by SMT
addiction	mental_illness	removed by SMT
addiction	anxiety	removed by SMT
addiction	health_problem	removed by SMT
addiction	psychological_problem	removed by SMT
addiction	suicide	removed by SMT
addiction	divorce	removed by SMT
depression	obesity	removed by SMT
depression	smoking	removed by SMT
depression	drug	removed by SMT
depression	hallucination	removed by SMT
depression	condition	removed by SMT
depression	drug_addiction	removed by SMT
depression	physical_problem	removed by SMT
depression	anorexia	removed by SMT
depression	poverty	removed by SMT
depression	financial_difficulty	removed by SMT
depression	damage	removed by SMT
depression	dizziness	removed by SMT
depression	financial_problem	removed by SMT
depression	chronic_fatigue	removed by SMT
depression	dysfunction	removed by SMT
depression	despair	removed by SMT
depression	state_of_mind	removed by SMT
depression	stagnation	removed by SMT
depression	sex	removed by SMT
depression	fm	removed by SMT
depression	emotion	removed by SMT
depression	downward_spiral	removed by SMT
depression	substance_use	removed by SMT
depression	withdrawal	removed by SMT
depression	constipation	removed by SMT
depression	medication	removed by SMT
depression	health_issue	removed by SMT
depression	feeling_of_hopelessness	removed by SMT
depression	strong_wind	removed by SMT
depression	type_2_diabetes	removed by SMT
depression	brain_change	removed by SMT
depression	ailment	removed by SMT
depression	negative_effect	removed by SMT
depression	deficit	removed by SMT
depression	abnormality	removed by SMT
depression	health_risk	removed by SMT
depression	discomfort	removed by SMT
depression	gambling	removed by SMT
depression	medical_condition	removed by SMT
depression	inattention	removed by SMT
depression	self-harm	removed by SMT
protest	chaos	removed by SMT
protest	change	removed by SMT
protest	cancellation	removed by SMT
protest	riot	removed by SMT
violence	protest	removed by SMT
violence	conflict	removed by SMT
violence	silence	removed by SMT
violence	mental_health_problem	removed by SMT
violence	homelessness	removed by SMT
violence	mortality	removed by SMT
violence	grief	removed by SMT
violence	ptsd	removed by SMT
violence	alcohol	removed by SMT
violence	morbidity	removed by SMT
violence	hatred	removed by SMT
violence	substance_abuse	removed by SMT
violence	mental_illness	removed by SMT
death	loss	removed by SMT
death	damage	removed by SMT
death	confusion	removed by SMT
death	event	removed by SMT
death	fear	removed by SMT
death	emotion	removed by SMT
death	law	removed by SMT
death	defilement	removed by SMT
death	birth_defect	removed by SMT
death	debris	removed by SMT
death	tragedy	removed by SMT
death	emotional_distress	removed by SMT
chaos	confusion	removed by SMT
chaos	disease	removed by SMT
arrest	incarceration	removed by SMT
arrest	charge	removed by SMT
arrest	suspension	removed by SMT
delay	confusion	removed by SMT
delay	inefficiency	removed by SMT
delay	shortage	removed by SMT
delay	reduction	removed by SMT
delay	weight_gain	removed by SMT
injury	depression	removed by SMT
injury	nerve_damage	removed by SMT
injury	loss_of_function	removed by SMT
injury	gangrene	removed by SMT
injury	inflammatory_response	removed by SMT
injury	inactivity	removed by SMT
injury	muscle_pain	removed by SMT
injury	redness	removed by SMT
injury	low_back_pain	removed by SMT
injury	broken_bone	removed by SMT
injury	soreness	removed by SMT
injury	miscarriage	removed by SMT
injury	instability	removed by SMT
injury	hair_loss	removed by SMT
injury	vertigo	removed by SMT
injury	incontinence	removed by SMT
injury	heart_failure	removed by SMT
injury	abnormality	removed by SMT
injury	tumor	removed by SMT
injury	difficulty	removed by SMT
injury	oxygen_deprivation	removed by SMT
injury	low_vision	removed by SMT
injury	disc_problem	removed by SMT
injury	psychological_trauma	removed by SMT
injury	pinched_nerve	removed by SMT
injury	ailment	removed by SMT
injury	vision_loss	removed by SMT
injury	blood_flow	removed by SMT
injury	cut	removed by SMT
injury	low_level	removed by SMT
injury	liver_damage	removed by SMT
injury	eye_problem	removed by SMT
injury	prevention	removed by SMT
change	job_loss	removed by SMT
change	anger	removed by SMT
change	fatigue	removed by SMT
change	innovation	removed by SMT
change	infertility	removed by SMT
change	success	removed by SMT
change	vulnerability	removed by SMT
change	disorder	removed by SMT
change	inflammation	removed by SMT
change	stiffness	removed by SMT
change	prosperity	removed by SMT
change	heart_attack	removed by SMT
change	opportunity	removed by SMT
change	heart_disease	removed by SMT
change	accident	removed by SMT
change	outage	removed by SMT
change	strain	removed by SMT
change	heart_problem	removed by SMT
change	mood_swing	removed by SMT
change	riot	removed by SMT
change	global_warming	removed by SMT
change	charge	removed by SMT
change	fee	removed by SMT
change	mutation	removed by SMT
change	imbalance	removed by SMT
change	seizure	removed by SMT
change	high_blood_pressure	removed by SMT
change	hypertension	removed by SMT
change	risk	removed by SMT
cancellation	disappointment	removed by SMT
riot	political_instability	removed by SMT
traffic_jam	delay	removed by SMT
damage	atherosclerosis	removed by SMT
damage	rot	removed by SMT
damage	harm	removed by SMT
damage	liability	removed by SMT
damage	action	removed by SMT
damage	collapse	removed by SMT
damage	fracture	removed by SMT
damage	side_effect	removed by SMT
damage	serious_injury	removed by SMT
damage	genetic_change	removed by SMT
damage	mesothelioma	removed by SMT
damage	malfunction	removed by SMT
damage	memory	removed by SMT
damage	serious_illness	removed by SMT
damage	constipation	removed by SMT
damage	behavioral_problem	removed by SMT
damage	chronic_pain	removed by SMT
revolution	destruction	removed by SMT
revolution	damage	removed by SMT
revolution	evolution	removed by SMT
issue	frustration	removed by SMT
issue	difficulty	removed by SMT
issue	headache	removed by SMT
issue	abuse	removed by SMT
issue	uncertainty	removed by SMT
issue	anger	removed by SMT
issue	downtime	removed by SMT
issue	divorce	removed by SMT
issue	misunderstanding	removed by SMT
issue	symptom	removed by SMT
issue	change	removed by SMT
issue	complication	removed by SMT
high_blood_sugar_level	blindness	removed by SMT
high_blood_sugar_level	heart_disease	removed by SMT
high_blood_sugar_level	damage	removed by SMT
complication	respiratory_failure	removed by SMT
complication	brain_damage	removed by SMT
complication	birth_injury	removed by SMT
complication	confusion	removed by SMT
complication	serious_complication	removed by SMT
complication	trauma	removed by SMT
complication	hypertension	removed by SMT
complication	sudden_death	removed by SMT
complication	serious_health_problem	removed by SMT
complication	loss	removed by SMT
complication	sickness	removed by SMT
complication	fire	removed by SMT
complication	brain_injury	removed by SMT
complication	blood_clot	removed by SMT
complication	serious_injury	removed by SMT
nerve_damage	neuropathy	removed by SMT
blindness	disability	removed by SMT
blindness	discrimination	removed by SMT
blindness	darkness	removed by SMT
problem	condition	removed by SMT
problem	disease	removed by SMT
problem	violence	removed by SMT
problem	war	removed by SMT
problem	behavior	removed by SMT
problem	leak	removed by SMT
problem	dizziness	removed by SMT
problem	diagnosis	removed by SMT
problem	bankruptcy	removed by SMT
problem	diarrhea	removed by SMT
problem	high_blood_pressure	removed by SMT
problem	poverty	removed by SMT
problem	dehydration	removed by SMT
problem	amputation	removed by SMT
problem	suspension	removed by SMT
problem	fire	removed by SMT
problem	tension	removed by SMT
problem	treatment	removed by SMT
problem	fever	removed by SMT
problem	criminal_activity	removed by SMT
problem	substance_abuse	removed by SMT
problem	chronic_pain	removed by SMT
problem	inefficiency	removed by SMT
problem	consequence	removed by SMT
problem	mental_retardation	removed by SMT
problem	relationship	removed by SMT
problem	arthritis	removed by SMT
problem	outage	removed by SMT
problem	premature_birth	removed by SMT
problem	research	removed by SMT
problem	solution	removed by SMT
problem	preparation	removed by SMT
problem	grief	removed by SMT
problem	gerd	removed by SMT
problem	break_up	removed by SMT
problem	pollution	removed by SMT
problem	deficit	removed by SMT
problem	relapse	removed by SMT
problem	vitamin_b12_deficiency	removed by SMT
problem	flood	removed by SMT
problem	irritability	removed by SMT
problem	ill_health	removed by SMT
diabetes	infection	removed by SMT
diabetes	abnormality	removed by SMT
diabetes	injury	removed by SMT
diabetes	high_blood_sugar	removed by SMT
diabetes	periodontal_disease	removed by SMT
diabetes	endothelial_dysfunction	removed by SMT
diabetes	miscarriage	removed by SMT
diabetes	ailment	removed by SMT
diabetes	artery	removed by SMT
diabetes	incontinence	removed by SMT
diabetes	seizure	removed by SMT
diabetes	suffering	removed by SMT
diabetes	cardiac_complication	removed by SMT
diabetes	dental_disease	removed by SMT
diabetes	skin_problem	removed by SMT
diabetes	drowsiness	removed by SMT
diabetes	weight_loss	removed by SMT
diabetes	damage_to_the_kidney	removed by SMT
diabetes	pancreatitis	removed by SMT
diabetes	elevated_blood_pressure	removed by SMT
diabetes	degenerative_change	removed by SMT
diabetes	sudden_death	removed by SMT
diabetes	damage_to_the_nervous_system	removed by SMT
diabetes	neurological_disorder	removed by SMT
diabetes	blurred_vision	removed by SMT
diabetes	impairment	removed by SMT
diabetes	kidney	removed by SMT
diabetes	atrial_fibrillation	removed by SMT
heart_disease	condition	removed by SMT
heart_disease	depression	removed by SMT
heart_disease	serious_problem	removed by SMT
heart_disease	disease	removed by SMT
heart_disease	edema	removed by SMT
heart_disease	low_blood_pressure	removed by SMT
heart_disease	blood_clot	removed by SMT
heart_disease	sudden_cardiac_arrest	removed by SMT
heart_disease	seizure	removed by SMT
symptom	stress	removed by SMT
symptom	fear	removed by SMT
symptom	irritability	removed by SMT
symptom	diarrhea	removed by SMT
symptom	failure	removed by SMT
symptom	diabetes	removed by SMT
symptom	weight_gain	removed by SMT
symptom	ulcer	removed by SMT
symptom	confusion	removed by SMT
symptom	weakness	removed by SMT
symptom	severe_dehydration	removed by SMT
symptom	change	removed by SMT
symptom	chronic_condition	removed by SMT
symptom	dementia	removed by SMT
symptom	upset_stomach	removed by SMT
symptom	heart_failure	removed by SMT
serious_complication	hospitalization	removed by SMT
serious_complication	vision_loss	removed by SMT
poor_blood_circulation	cellulite	removed by SMT
poor_blood_circulation	problem	removed by SMT
kidney_failure	heart_attack	removed by SMT
kidney_failure	high_blood_pressure	removed by SMT
kidney_failure	complication	removed by SMT
kidney_failure	seizure	removed by SMT
stroke	spasticity	removed by SMT
stroke	change	removed by SMT
stroke	limitation	removed by SMT
stroke	physical_problem	removed by SMT
stroke	confusion	removed by SMT
stroke	hearing_loss	removed by SMT
stroke	headache	removed by SMT
stroke	cost	removed by SMT
stroke	senility	removed by SMT
disease	alteration	removed by SMT
disease	cervical_cancer	removed by SMT
disease	deterioration	removed by SMT
disease	syndrome	removed by SMT
disease	physical_change	removed by SMT
disease	hardship	removed by SMT
disease	hepatitis	removed by SMT
disease	insanity	removed by SMT
disease	neck_pain	removed by SMT
disease	liver_disease	removed by SMT
disease	psychological_problem	removed by SMT
disease	fungus	removed by SMT
disease	leukemia	removed by SMT
disease	cachexia	removed by SMT
disease	impaired_vision	removed by SMT
disease	kidney_disease	removed by SMT
disease	dryness	removed by SMT
disease	severe_dehydration	removed by SMT
disease	thrombocytopenia	removed by SMT
disease	inflammation_of_the_joint	removed by SMT
disease	behavioral_problem	removed by SMT
disease	corneal_ulcer	removed by SMT
disease	physical_pain	removed by SMT
disease	addiction	removed by SMT
disease	fibrosis	removed by SMT
disease	vision_impairment	removed by SMT
disease	gene_mutation	removed by SMT
disease	diabetes_mellitus	removed by SMT
disease	eye_problem	removed by SMT
disease	myocarditis	removed by SMT
disease	secondary_complication	removed by SMT
disease	high_level	removed by SMT
disease	low_birth_weight	removed by SMT
disease	electrolyte_imbalance	removed by SMT
disease	damage_to_the_heart	removed by SMT
disease	halitosis	removed by SMT
disease	lifestyle	removed by SMT
disease	sudden_onset	removed by SMT
disease	physical_symptom	removed by SMT
disease	uveitis	removed by SMT
disease	rigidity	removed by SMT
disease	night_sweat	removed by SMT
disease	damage_to_the_optic_nerve	removed by SMT
disease	personality	removed by SMT
disease	intracranial_hemorrhage	removed by SMT
disease	heredity	removed by SMT
disease	high_cholesterol	removed by SMT
disease	skin_problem	removed by SMT
disease	process	removed by SMT
disease	opportunistic_infection	removed by SMT
disease	damage_to_the_lung	removed by SMT
infertility	depression	removed by SMT
infertility	anguish	removed by SMT
infertility	social_stigma	removed by SMT
infertility	suffering	removed by SMT
obesity	cirrhosis	removed by SMT
obesity	serious_problem	removed by SMT
obesity	issue	removed by SMT
obesity	injury	removed by SMT
obesity	kidney_disease	removed by SMT
obesity	weakness	removed by SMT
obesity	change	removed by SMT
obesity	ill_health	removed by SMT
obesity	serious_illness	removed by SMT
obesity	sleep_disorder	removed by SMT
obesity	hormone_imbalance	removed by SMT
obesity	breast	removed by SMT
obesity	incontinence	removed by SMT
obesity	heartburn	removed by SMT
obesity	reflux	removed by SMT
obesity	prostate_cancer	removed by SMT
obesity	different_disease	removed by SMT
obesity	hormone	removed by SMT
obesity	increased_inflammation	removed by SMT
weight_gain	increased_risk	removed by SMT
confusion	accident	removed by SMT
confusion	harm	removed by SMT
confusion	tragedy	removed by SMT
confusion	trouble	removed by SMT
confusion	panic	removed by SMT
confusion	aftermath	removed by SMT
confusion	relapse	removed by SMT
confusion	inefficiency	removed by SMT
confusion	apathy	removed by SMT
tension	symptom	removed by SMT
tension	high_blood_pressure	removed by SMT
tension	situation	removed by SMT
tension	wrinkle	removed by SMT
tension	back_problem	removed by SMT
tension	impotence	removed by SMT
tension	shoulder_pain	removed by SMT
tension	restriction	removed by SMT
poor_posture	ache	removed by SMT
poor_posture	chronic_back_pain	removed by SMT
poor_posture	health_problem	removed by SMT
poor_posture	tension_headache	removed by SMT
poor_posture	back_injury	removed by SMT
poor_posture	gerd	removed by SMT
poverty	drug_abuse	removed by SMT
poverty	displacement	removed by SMT
poverty	ignorance	removed by SMT
poverty	injustice	removed by SMT
poverty	famine	removed by SMT
poverty	social_unrest	removed by SMT
poverty	crisis	removed by SMT
poverty	stressor	removed by SMT
poverty	mental_retardation	removed by SMT
poverty	armed_conflict	removed by SMT
poverty	abuse	removed by SMT
poverty	incident	removed by SMT
poverty	divorce	removed by SMT
cancer	internal_bleeding	removed by SMT
cancer	contaminant	removed by SMT
cancer	neuropathy	removed by SMT
cancer	cell	removed by SMT
cancer	tissue_damage	removed by SMT
cancer	nerve_damage	removed by SMT
cancer	emotional_distress	removed by SMT
cancer	lump	removed by SMT
cancer	deep_vein_thrombosis	removed by SMT
cancer	oncogene	removed by SMT
cancer	brain_tumor	removed by SMT
cancer	malignancy	removed by SMT
cancer	pcbs	removed by SMT
cancer	arthritis	removed by SMT
cancer	smoke	removed by SMT
cancer	medical_condition	removed by SMT
cancer	low_back_pain	removed by SMT
cancer	issue	removed by SMT
cancer	physical_symptom	removed by SMT
cancer	sciatica	removed by SMT
harm	problem	removed by SMT
harm	liability	removed by SMT
health_hazard	death	removed by SMT
health_hazard	accident	removed by SMT
health_hazard	medical_bill	removed by SMT
health_hazard	illness	removed by SMT
health_problem	cancer	removed by SMT
health_problem	anxiety	removed by SMT
health_problem	high_blood_pressure	removed by SMT
health_problem	suffering	removed by SMT
health_problem	incontinence	removed by SMT
health_problem	hormonal_change	removed by SMT
health_problem	headache	removed by SMT
health_problem	blindness	removed by SMT
health_problem	diabetes	removed by SMT
health_problem	concern	removed by SMT
high_blood_pressure	ckd	removed by SMT
high_blood_pressure	aneurysm	removed by SMT
high_blood_pressure	seizure	removed by SMT
high_blood_pressure	eye_damage	removed by SMT
high_blood_pressure	health_risk	removed by SMT
high_blood_pressure	injury	removed by SMT
high_blood_pressure	vision_problem	removed by SMT
high_blood_pressure	sexual_dysfunction	removed by SMT
high_blood_pressure	disability	removed by SMT
high_blood_pressure	coma	removed by SMT
high_blood_pressure	narrowing_of_the_artery	removed by SMT
high_blood_pressure	edema	removed by SMT
high_blood_pressure	medical_condition	removed by SMT
stress	cold_sore	removed by SMT
stress	poor_sleep	removed by SMT
stress	hyperglycemia	removed by SMT
stress	social_problem	removed by SMT
stress	hair_thinning	removed by SMT
stress	chronic_fatigue	removed by SMT
stress	alcoholism	removed by SMT
stress	low_birth_weight	removed by SMT
stress	mental_disorder	removed by SMT
stress	chronic_insomnia	removed by SMT
stress	mental_health	removed by SMT
stress	cellular_damage	removed by SMT
stress	rosacea	removed by SMT
stress	severe_depression	removed by SMT
stress	hyperventilation	removed by SMT
stress	effect	removed by SMT
stress	back_problem	removed by SMT
stress	mental_health_issue	removed by SMT
stress	alcohol_abuse	removed by SMT
stress	social_isolation	removed by SMT
stress	bleeding	removed by SMT
stress	mouth_ulcer	removed by SMT
stress	physical_condition	removed by SMT
stress	tremor	removed by SMT
stress	collapse	removed by SMT
stress	fibromyalgia	removed by SMT
stress	growth	removed by SMT
stress	poor_judgment	removed by SMT
stress	anovulation	removed by SMT
stress	distraction	removed by SMT
